Date,Opponent,##,Player Name,TOT-FG,3-PT,FT,OF,DE,TOT,PF,TP,A,TO,BLK,S,MIN
12/12/2021,Carrowmore,15,Oisin Ulmer,2-4,2-4,0-1,2,6,8,3,6,3,2,2,2,27
12/12/2021,Carrowmore,14,Nikola Janowski,2-3,2-3,0-4,4,3,7,2,6,9,7,1,2,40-
12/12/2021,Carrowmore,23,Emeka Lomax,1-5,1-5,0-5,3,3,6,4,3,4,4,1,1,25
12/12/2021,Carrowmore,34,Jarrell Nkemelu,1-1,0-0,0-0,1,1,2,0,2,2,1,1,0,9
12/12/2021,Carrowmore,40,Amare Ulmer,,,,,,,,,,,,,DNP
12/12/2021,Carrowmore,11,Wendell Ulmer,0-2,0-2,0-0,2,4,6,2,0,3,2,1,1,19
12/12/2021,Carrowmore,04,Oisin Tolliver,0-5,0-1,1-1,1,3,4,1,1,2,1,0,1,13
12/12/2021,Carrowmore,50,Lachlan Ulmer,,,,,,,,,,,,,DNP
12/12/2021,Carrowmore,10,Tavian Zeller,,,,,,,,,,,,,DNP
12/12/2021,Carrowmore,22,Zeke Yeboah,,,,,,,,,,,,,DNP
12/12/2021,Carrowmore,,TEAM,,,,1,2,3,,,,0,,,
12/12/2021,Carrowmore,,Totals,18-44,10-28,6-17,17,37,54,20,52,29,26,8,11,200
12/14/2021,Granholm,00,Kwame Janowski,9-14,0-4,1-3,2,6,8,5,19,2,5,1,0,32
12/14/2021,Granholm,02,Hollis Redfern,1-15,0-1,0-2,3,8,11,3,2,8,4,2,1,32
12/14/2021,Granholm,32,Gideon Abara,17-18,8-8,1-6,2,2,4,5,43,1,3,3,3,35
12/14/2021,Granholm,15,Oisin Ulmer,5-10,1-4,2-3,3,5,8,3,13,6,4,1,1,25
12/14/2021,Granholm,14,Nikola Janowski,8-13,2-3,1-2,2,6,8,3,19,3,2,3,2,29
12/14/2021,Granholm,23,Emeka Lomax,5-11,1-1,3-4,3,5,8,5,14,0,1,2,3,27
12/14/2021,Granholm,34,Jarrell Nkemelu,,,,,,,,,,,,,DNP
12/14/2021,Granholm,40,Amare Ulmer,4-4,1-3,0-2,1,1,2,2,9,1,1,1,1,11
12/14/2021,Granholm,11,Wendell Ulmer,,,,,,,,,,,,,DNP
12/14/2021,Granholm,04,Oisin Tolliver,4-5,0-0,2-2,0,1,1,1,10,1,1,1,0,9
12/14/2021,Granholm,50,Lachlan Ulmer,,,,,,,,,,,,,DNP
12/14/2021,Granholm,,TEAM,,,,3,2,5,,,,1,,,
12/14/2021,Granholm,,Totals,53-90,13-24,10-24,19,36,55,27,129,22,22,14,11,200
12/16/2021,Kestrel Bay,00,Kwame Janowski,13-14,0-0,1-3,0,5,5,4,27,4,3,0,0,28
12/16/2021,Kestrel Bay,02,Hollis Redfern,3-4,3-4,2-3,2,4,6,1,11,3,1,1,1,25
12/16/2021,Kestrel Bay,32,Gideon Abara,2-19,2-5,0-5,5,3,8,5,6,3,7,2,4,40-
12/16/2021,Kestrel Bay,15,Oisin Ulmer,0-8,0-5,1-2,3,0,3,4,1,0,1,2,1,24
12/16/2021,Kestrel Bay,14,Nikola Janowski,6-9,0-2,1-5,2,0,2,4,13,6,0,0,1,24
12/16/2021,Kestrel Bay,23,Emeka Lomax,,,,,,,,,,,,,DNP
12/16/2021,Kestrel Bay,34,Jarrell Nkemelu,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
12/16/2021,Kestrel Bay,40,Amare Ulmer,1-3,0-0,3-3,1,2,3,2,5,1,0,0,0,12
12/16/2021,Kestrel Bay,11,Wendell Ulmer,0-3,0-3,3-3,2,1,3,1,3,2,3,1,1,18
12/16/2021,Kestrel Bay,04,Oisin Tolliver,0-5,0-2,2-3,1,2,3,1,2,1,1,0,1,11
12/16/2021,Kestrel Bay,50,Lachlan Ulmer,,,,,,,,,,,,,DNP
12/16/2021,Kestrel Bay,10,Tavian Zeller,5-5,1-1,0-2,0,1,1,1,11,1,1,0,1,10
12/16/2021,Kestrel Bay,22,Zeke Yeboah,1-3,1-2,0-0,1,0,1,1,3,0,1,0,1,9
12/16/2021,Kestrel Bay,,TEAM,,,,0,4,4,,,,2,,,
12/16/2021,Kestrel Bay,,Totals,31-73,7-24,13-29,17,22,39,24,82,21,20,6,11,200
12/22/2021,Kestrel Bay,00,Kwame Janowski,2-10,2-6,1-2,2,5,7,2,7,0,4,1,0,29
12/22/2021,Kestrel Bay,02,Hollis Redfern,5-7,1-2,4-4,2,10,12,3,15,7,4,4,4,40-
12/22/2021,Kestrel Bay,32,Gideon Abara,12-12,1-1,0-0,0,4,4,2,25,7,4,3,2,32
12/22/2021,Kestrel Bay,15,Oisin Ulmer,10-10,1-3,0-1,0,3,3,1,21,4,2,1,1,24
12/22/2021,Kestrel Bay,14,Nikola Janowski,13-13,3-8,6-7,1,5,6,4,35,3,3,2,3,32
12/22/2021,Kestrel Bay,23,Emeka Lomax,5-8,4-4,0-2,2,5,7,0,14,4,1,1,1,17
12/22/2021,Kestrel Bay,34,Jarrell Nkemelu,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0+
12/22/2021,Kestrel Bay,40,Amare Ulmer,1-1,0-1,1-1,1,3,4,1,3,3,1,1,1,13
12/22/2021,Kestrel Bay,11,Wendell Ulmer,0-1,0-1,0-0,2,3,5,1,0,3,2,0,0,14
12/22/2021,Kestrel Bay,04,Oisin Tolliver,,,,,,,,,,,,,DNP
12/22/2021,Kestrel Bay,50,Lachlan Ulmer,,,,,,,,,,,,,DNP
12/22/2021,Kestrel Bay,,TEAM,,,,5,1,6,,,,1,,,
12/22/2021,Kestrel Bay,,Totals,48-62,12-26,12-17,15,39,54,14,120,31,22,13,12,200
12/28/2021,Saltmarsh,00,Kwame Janowski,0-7,0-7,3-4,1,3,4,2,3,1,2,0,1,40-
12/28/2021,Saltmarsh,02,Hollis Redfern,1-5,1-2,0-0,1,3,4,0,3,5,3,0,2,27
12/28/2021,Saltmarsh,32,Gideon Abara,6-10,4-4,2-3,2,1,3,1,18,0,2,0,1,22
12/28/2021,Saltmarsh,15,Oisin Ulmer,2-4,1-4,0-1,1,5,6,4,5,7,0,2,0,27
12/28/2021,Saltmarsh,14,Nikola Janowski,2-4,2-4,0-3,1,2,3,2,6,2,1,1,1,16
12/28/2021,Saltmarsh,23,Emeka Lomax,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0+
12/28/2021,Saltmarsh,34,Jarrell Nkemelu,1-1,0-0,0-0,0,1,1,1,2,0,1,0,0,6
12/28/2021,Saltmarsh,40,Amare Ulmer,0-4,0-2,0-2,0,0,0,1,0,1,1,1,0,8
12/28/2021,Saltmarsh,11,Wendell Ulmer,3-4,1-2,0-2,2,2,4,2,7,3,1,1,1,17
12/28/2021,Saltmarsh,04,Oisin Tolliver,0-2,0-0,1-1,1,0,1,0,1,1,0,0,0,6
12/28/2021,Saltmarsh,50,Lachlan Ulmer,3-6,1-1,2-2,2,0,2,2,9,1,0,1,1,14
12/28/2021,Saltmarsh,10,Tavian Zeller,2-3,0-1,0-0,1,2,3,0,4,0,1,1,0,8
12/28/2021,Saltmarsh,22,Zeke Yeboah,2-4,0-1,1-1,1,0,1,1,5,2,1,0,0,8
12/28/2021,Saltmarsh,,TEAM,,,,3,1,4,,,,1,,,
12/28/2021,Saltmarsh,,Totals,22-54,10-28,9-19,16,20,36,16,63,23,14,7,7,200
01/05/2022,Kestrel Bay,00,Kwame Janowski,5-7,0-0,5-5,2,2,4,3,15,1,2,1,2,24
01/05/2022,Kestrel Bay,02,Hollis Redfern,1-3,0-3,2-2,0,2,2,1,4,1,4,1,0,26
01/05/2022,Kestrel Bay,32,Gideon Abara,2-3,0-3,1-3,1,6,7,2,5,6,3,1,0,23
01/05/2022,Kestrel Bay,15,Oisin Ulmer,10-15,2-2,1-4,2,4,6,4,23,4,1,0,1,29
01/05/2022,Kestrel Bay,14,Nikola Janowski,1-1,1-1,2-2,0,0,0,0,5,3,1,1,0,15
01/05/2022,Kestrel Bay,23,Emeka Lomax,1-8,1-4,2-3,2,3,5,3,5,4,3,2,1,19
01/05/2022,Kestrel Bay,34,Jarrell Nkemelu,3-4,1-1,0-0,1,1,2,1,7,1,0,0,0,10
01/05/2022,Kestrel Bay,40,Amare Ulmer,1-1,1-1,1-1,1,1,2,0,4,1,1,0,0,7
01/05/2022,Kestrel Bay,11,Wendell Ulmer,6-7,0-4,0-3,1,1,2,1,12,1,2,1,1,17
01/05/2022,Kestrel Bay,04,Oisin Tolliver,4-4,0-2,0-1,0,2,2,1,8,1,1,0,0,10
01/05/2022,Kestrel Bay,50,Lachlan Ulmer,4-4,2-3,1-1,2,3,5,1,11,1,1,1,0,11
01/05/2022,Kestrel Bay,10,Tavian Zeller,,,,,,,,,,,,,DNP
01/05/2022,Kestrel Bay,22,Zeke Yeboah,1-1,0-1,0-0,1,2,3,1,2,1,1,0,0,8
01/05/2022,Kestrel Bay,,TEAM,,,,0,1,1,,,,1,,,
01/05/2022,Kestrel Bay,,Totals,39-58,8-25,15-25,13,28,41,18,101,25,21,8,5,200
01/07/2022,Marchfield,00,Kwame Janowski,1-7,0-2,0-4,2,5,7,3,2,1,0,0,0,20
01/07/2022,Marchfield,02,Hollis Redfern,0-11,0-6,2-4,2,1,3,3,2,3,4,1,0,24
01/07/2022,Marchfield,32,Gideon Abara,6-7,6-6,0-4,3,3,6,3,18,2,3,0,2,23
01/07/2022,Marchfield,15,Oisin Ulmer,5-7,0-1,5-5,2,5,7,3,15,2,3,1,1,22
01/07/2022,Marchfield,14,Nikola Janowski,2-7,1-1,2-2,0,4,4,2,7,1,1,1,1,19
01/07/2022,Marchfield,23,Emeka Lomax,3-9,3-5,0-0,1,0,1,1,9,5,1,0,1,21
01/07/2022,Marchfield,34,Jarrell Nkemelu,0-1,0-0,1-1,0,1,1,1,1,1,0,1,0,7
01/07/2022,Marchfield,40,Amare Ulmer,4-4,0-0,1-2,0,0,0,1,9,1,1,0,1,10
01/07/2022,Marchfield,11,Wendell Ulmer,0-9,0-0,0-0,3,3,6,2,0,4,0,2,1,17
01/07/2022,Marchfield,04,Oisin Tolliver,,,,,,,,,,,,,DNP
01/07/2022,Marchfield,50,Lachlan Ulmer,1-3,1-3,1-2,1,0,1,1,4,0,0,1,1,15
01/07/2022,Marchfield,10,Tavian Zeller,3-4,0-1,0-0,1,1,2,0,6,2,1,1,1,10
01/07/2022,Marchfield,22,Zeke Yeboah,3-3,0-3,0-1,2,2,4,1,6,1,1,1,1,11
01/07/2022,Marchfield,,TEAM,,,,3,1,4,,,,0,,,
01/07/2022,Marchfield,,Totals,28-72,11-28,12-25,20,26,46,21,79,23,15,9,10,200
01/11/2022,Delaford,00,Kwame Janowski,2-4,2-4,2-2,1,2,3,4,5,2,5,2,2,33
01/11/2022,Delaford,02,Hollis Redfern,2-3,1-1,2-2,4,3,7,5,7,6,2,1,3,30
01/11/2022,Delaford,32,Gideon Abara,3-6,0-0,2-4,2,3,5,0,8,2,4,1,1,24
01/11/2022,Delaford,15,Oisin Ulmer,1-5,0-0,1-1,2,3,5,1,3,3,2,1,1,19
01/11/2022,Delaford,14,Nikola Janowski,0-8,0-2,1-2,1,1,2,4,3,4,0,0,2,22
01/11/2022,Delaford,23,Emeka Lomax,0-4,0-4,2-2,1,1,2,0,2,0,0,1,1,14
01/11/2022,Delaford,34,Jarrell Nkemelu,5-5,2-2,0-0,0,2,2,0,12,1,2,0,1,10
01/11/2022,Delaford,40,Amare Ulmer,,,,,,,,,,,,,DNP
01/11/2022,Delaford,11,Wendell Ulmer,4-4,1-2,3-3,1,1,2,2,12,1,1,0,0,12
01/11/2022,Delaford,04,Oisin Tolliver,4-4,1-2,1-1,1,1,2,1,10,2,2,0,0,10
01/11/2022,Delaford,50,Lachlan Ulmer,1-1,1-1,0-2,0,2,2,2,3,2,0,1,1,12
01/11/2022,Delaford,10,Tavian Zeller,4-4,1-2,2-3,1,1,2,0,11,1,0,1,1,14
01/11/2022,Delaford,,TEAM,,,,1,2,3,,,,2,,,
01/11/2022,Delaford,,Totals,26-48,9-20,16-22,15,22,37,19,76,24,20,8,13,200
01/16/2022,Delaford,00,Kwame Janowski,11-14,2-4,2-5,2,5,7,4,26,4,1,1,2,26
01/16/2022,Delaford,02,Hollis Redfern,2-5,1-3,1-1,2,2,4,3,6,2,2,3,1,29
01/16/2022,Delaford,32,Gideon Abara,1-5,0-1,0-2,2,2,4,3,2,0,2,1,1,18
01/16/2022,Delaford,15,Oisin Ulmer,3-7,3-4,1-2,4,5,9,1,10,2,3,3,1,29
01/16/2022,Delaford,14,Nikola Janowski,9-10,0-4,0-2,2,3,5,3,18,2,0,0,0,19
01/16/2022,Delaford,23,Emeka Lomax,1-2,0-2,1-1,2,1,3,0,3,0,3,1,1,19
01/16/2022,Delaford,34,Jarrell Nkemelu,,,,,,,,,,,,,DNP
01/16/2022,Delaford,40,Amare Ulmer,3-3,1-2,1-1,1,1,2,0,5,1,1,1,0,9
01/16/2022,Delaford,11,Wendell Ulmer,2-2,1-1,2-2,2,4,6,0,7,0,0,1,1,15
01/16/2022,Delaford,04,Oisin Tolliver,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
01/16/2022,Delaford,50,Lachlan Ulmer,1-4,0-2,0-0,0,3,3,0,2,1,1,1,1,15
01/16/2022,Delaford,10,Tavian Zeller,2-2,0-1,0-1,1,1,2,0,4,1,1,1,0,9
01/16/2022,Delaford,22,Zeke Yeboah,2-5,1-2,2-2,1,1,2,1,7,0,2,1,1,12
01/16/2022,Delaford,,TEAM,,,,1,3,4,,,,2,,,
01/16/2022,Delaford,,Totals,37-59,9-26,10-19,20,31,51,15,90,13,18,14,9,200
01/19/2022,Vantage,00,Kwame Janowski,6-15,4-4,3-5,1,5,6,2,19,1,4,1,0,29
01/19/2022,Vantage,02,Hollis Redfern,7-11,0-3,1-2,1,4,5,3,15,7,3,1,0,26
01/19/2022,Vantage,32,Gideon Abara,2-2,0-2,0-1,1,1,2,1,4,2,2,1,1,18
01/19/2022,Vantage,15,Oisin Ulmer,2-2,0-1,0-1,1,2,3,2,4,2,2,0,1,18
01/19/2022,Vantage,14,Nikola Janowski,7-7,0-5,1-2,1,1,2,3,15,4,1,1,2,18
01/19/2022,Vantage,23,Emeka Lomax,1-4,0-4,3-3,1,2,3,2,5,5,3,0,1,22
01/19/2022,Vantage,34,Jarrell Nkemelu,1-3,1-1,1-1,0,0,0,1,4,1,1,0,0,7
01/19/2022,Vantage,40,Amare Ulmer,1-2,1-2,2-3,2,3,5,1,5,1,1,1,0,12
01/19/2022,Vantage,11,Wendell Ulmer,5-8,3-3,0-0,2,5,7,1,13,4,2,1,0,17
01/19/2022,Vantage,04,Oisin Tolliver,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0
01/19/2022,Vantage,50,Lachlan Ulmer,4-4,0-0,1-2,1,3,4,2,9,1,2,0,1,12
01/19/2022,Vantage,10,Tavian Zeller,0-2,0-2,0-0,1,3,4,1,0,1,0,1,1,11
01/19/2022,Vantage,22,Zeke Yeboah,3-3,1-1,0-1,1,2,3,1,7,1,1,0,1,10
01/19/2022,Vantage,,TEAM,,,,2,0,2,,,,0,,,
01/19/2022,Vantage,,Totals,39-63,10-28,12-21,15,31,46,20,100,30,22,7,8,200
01/25/2022,Harlowe,00,Kwame Janowski,5-6,1-4,1-3,1,4,5,2,12,3,2,2,1,22
01/25/2022,Harlowe,02,Hollis Redfern,4-10,0-1,0-0,2,1,3,2,8,2,2,1,1,22
01/25/2022,Harlowe,32,Gideon Abara,0-3,0-1,1-1,2,3,5,3,1,1,1,1,1,21
01/25/2022,Harlowe,15,Oisin Ulmer,6-8,2-2,0-4,3,6,9,0,14,5,1,2,2,24
01/25/2022,Harlowe,14,Nikola Janowski,2-14,1-2,0-1,1,2,3,3,5,4,4,1,2,28
01/25/2022,Harlowe,23,Emeka Lomax,5-10,2-2,3-5,2,7,9,5,15,5,2,2,1,29
01/25/2022,Harlowe,34,Jarrell Nkemelu,,,,,,,,,,,,,DNP
01/25/2022,Harlowe,40,Amare Ulmer,2-4,1-1,2-2,2,3,5,3,7,2,2,1,1,17
01/25/2022,Harlowe,11,Wendell Ulmer,2-9,0-1,0-0,0,5,5,1,4,2,2,2,0,23
01/25/2022,Harlowe,04,Oisin Tolliver,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0+
01/25/2022,Harlowe,50,Lachlan Ulmer,3-3,2-2,0-1,2,3,5,1,8,3,2,0,1,14
01/25/2022,Harlowe,,TEAM,,,,4,2,6,,,,3,,,
01/25/2022,Harlowe,,Totals,29-67,9-16,7-17,19,36,55,20,74,27,21,12,10,200
02/01/2022,Quarry Ridge,00,Kwame Janowski,3-7,1-5,0-1,2,5,7,4,7,1,4,1,1,24
02/01/2022,Quarry Ridge,02,Hollis Redfern,2-3,1-3,3-4,2,3,5,1,8,3,1,1,2,21
02/01/2022,Quarry Ridge,32,Gideon Abara,4-6,1-1,3-6,3,8,11,5,12,10,3,1,1,40-
02/01/2022,Quarry Ridge,15,Oisin Ulmer,5-5,1-1,0-0,2,2,4,0,11,4,1,2,2,21
02/01/2022,Quarry Ridge,14,Nikola Janowski,1-4,0-4,0-2,2,4,6,4,2,2,4,1,0,24
02/01/2022,Quarry Ridge,23,Emeka Lomax,3-7,1-4,0-2,1,1,2,2,7,2,2,1,1,16
02/01/2022,Quarry Ridge,34,Jarrell Nkemelu,2-2,0-0,1-1,0,2,2,1,5,1,1,0,1,7
02/01/2022,Quarry Ridge,40,Amare Ulmer,1-2,0-2,2-2,1,1,2,0,4,1,1,0,0,12
02/01/2022,Quarry Ridge,11,Wendell Ulmer,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0+
02/01/2022,Quarry Ridge,04,Oisin Tolliver,0-3,0-1,1-1,0,2,2,1,1,2,0,0,0,7
02/01/2022,Quarry Ridge,50,Lachlan Ulmer,4-7,1-2,0-2,2,4,6,2,9,0,1,1,1,16
02/01/2022,Quarry Ridge,10,Tavian Zeller,2-2,1-2,1-1,2,1,3,1,6,1,2,0,0,11
02/01/2022,Quarry Ridge,,TEAM,,,,4,1,5,,,,3,,,
02/01/2022,Quarry Ridge,,Totals,27-48,7-25,11-22,21,34,55,21,72,27,23,8,9,200
02/05/2022,Thornbury,00,Kwame Janowski,1-8,1-1,0-3,3,2,5,3,3,3,1,1,2,18
02/05/2022,Thornbury,02,Hollis Redfern,3-9,2-4,1-5,3,8,11,4,9,4,3,3,1,28
02/05/2022,Thornbury,32,Gideon Abara,2-9,1-7,1-2,1,6,7,3,6,5,2,1,0,28
02/05/2022,Thornbury,15,Oisin Ulmer,1-5,1-5,0-5,2,3,5,5,3,6,4,0,1,26
02/05/2022,Thornbury,14,Nikola Janowski,3-5,2-5,0-1,2,5,7,0,8,1,3,1,2,25
02/05/2022,Thornbury,23,Emeka Lomax,3-7,3-3,0-1,2,2,4,1,9,4,0,1,1,20
02/05/2022,Thornbury,34,Jarrell Nkemelu,1-3,1-1,0-0,1,1,2,1,3,1,1,0,0,7
02/05/2022,Thornbury,40,Amare Ulmer,1-1,1-1,1-1,1,1,2,0,4,0,1,0,0,9
02/05/2022,Thornbury,11,Wendell Ulmer,0-2,0-1,3-3,1,3,4,1,3,0,0,2,1,15
02/05/2022,Thornbury,04,Oisin Tolliver,3-3,0-2,2-2,1,0,1,2,8,2,2,0,1,11
02/05/2022,Thornbury,50,Lachlan Ulmer,0-1,0-1,1-3,0,2,2,2,1,3,1,1,0,13
02/05/2022,Thornbury,10,Tavian Zeller,,,,,,,,,,,,,DNP
02/05/2022,Thornbury,22,Zeke Yeboah,,,,,,,,,,,,,DNP
02/05/2022,Thornbury,,TEAM,,,,2,4,6,,,,3,,,
02/05/2022,Thornbury,,Totals,18-53,12-31,9-26,19,37,56,22,57,29,21,10,9,200
02/11/2022,Pentland,00,Kwame Janowski,8-13,1-3,1-2,2,1,3,0,18,7,5,1,1,27
02/11/2022,Pentland,02,Hollis Redfern,1-8,0-0,1-2,2,4,6,3,3,2,3,2,2,22
02/11/2022,Pentland,32,Gideon Abara,0-3,0-3,0-0,3,3,6,2,0,3,0,0,2,23
02/11/2022,Pentland,15,Oisin Ulmer,5-7,5-6,1-2,3,5,8,0,16,3,4,3,1,30
02/11/2022,Pentland,14,Nikola Janowski,2-5,0-1,1-5,3,3,6,2,5,3,2,2,0,25
02/11/2022,Pentland,23,Emeka Lomax,3-5,1-2,4-4,1,3,4,3,11,3,1,1,2,19
02/11/2022,Pentland,34,Jarrell Nkemelu,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0+
02/11/2022,Pentland,40,Amare Ulmer,4-2,1-1,1-1,1,1,2,1,6,2,1,0,0,12
02/11/2022,Pentland,11,Wendell Ulmer,3-3,1-1,1-3,1,1,2,0,8,2,0,1,0,16
02/11/2022,Pentland,04,Oisin Tolliver,,,,,,,,,,,,,DNP
02/11/2022,Pentland,50,Lachlan Ulmer,0-3,0-1,1-2,0,3,3,0,1,0,1,1,1,10
02/11/2022,Pentland,10,Tavian Zeller,4-4,1-1,0-1,1,1,2,1,9,0,1,0,1,8
02/11/2022,Pentland,22,Zeke Yeboah,1-2,0-0,0-1,1,2,3,1,2,2,0,0,1,7
02/11/2022,Pentland,,TEAM,,,,1,4,5,,,,0,,,
02/11/2022,Pentland,,Totals,29-57,10-19,11-23,19,31,50,13,79,27,18,11,11,200
02/14/2022,Bellcourt,00,Kwame Janowski,8-13,2-8,3-7,4,3,7,3,21,4,1,2,0,30
02/14/2022,Bellcourt,02,Hollis Redfern,4-6,1-1,0-4,2,1,3,0,9,6,2,1,1,24
02/14/2022,Bellcourt,32,Gideon Abara,6-12,0-3,0-3,4,6,10,3,12,1,1,1,0,24
02/14/2022,Bellcourt,15,Oisin Ulmer,1-6,1-6,0-6,1,8,9,1,3,1,2,2,3,31
02/14/2022,Bellcourt,14,Nikola Janowski,1-6,1-6,0-1,1,8,9,3,3,3,2,2,1,29
02/14/2022,Bellcourt,23,Emeka Lomax,,,,,,,,,,,,,DNP
02/14/2022,Bellcourt,34,Jarrell Nkemelu,,,,,,,,,,,,,DNP
02/14/2022,Bellcourt,40,Amare Ulmer,2-5,2-4,0-2,1,2,3,0,6,1,2,0,1,14
02/14/2022,Bellcourt,11,Wendell Ulmer,0-5,0-3,2-2,2,4,6,2,2,4,2,0,1,17
02/14/2022,Bellcourt,04,Oisin Tolliver,,,,,,,,,,,,,DNP
02/14/2022,Bellcourt,50,Lachlan Ulmer,1-4,1-2,0-3,2,0,2,2,3,3,1,0,1,17
02/14/2022,Bellcourt,10,Tavian Zeller,2-3,0-2,1-1,0,2,2,0,5,3,0,1,1,12
02/14/2022,Bellcourt,,TEAM,,,,0,0,0,,,,0,,,
02/14/2022,Bellcourt,,Totals,25-60,8-35,6-29,17,34,51,14,64,26,13,9,9,200
02/16/2022,Bellcourt,00,Kwame Janowski,7-9,3-6,1-5,2,5,7,0,18,6,3,1,2,24
02/16/2022,Bellcourt,02,Hollis Redfern,0-10,0-1,0-4,2,0,2,4,0,6,1,2,2,23
02/16/2022,Bellcourt,32,Gideon Abara,8-10,3-6,1-6,4,2,6,1,20,0,2,0,1,29
02/16/2022,Bellcourt,15,Oisin Ulmer,4-10,3-3,0-2,2,6,8,3,11,0,0,1,1,28
02/16/2022,Bellcourt,14,Nikola Janowski,0-12,0-6,1-1,1,7,8,3,1,2,5,1,1,30
02/16/2022,Bellcourt,23,Emeka Lomax,0-4,0-4,2-2,4,6,10,1,2,5,4,2,0,25
02/16/2022,Bellcourt,34,Jarrell Nkemelu,,,,,,,,,,,,,DNP
02/16/2022,Bellcourt,40,Amare Ulmer,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0,0+
02/16/2022,Bellcourt,11,Wendell Ulmer,6-7,5-5,1-1,2,2,4,2,18,0,3,0,0,20
02/16/2022,Bellcourt,04,Oisin Tolliver,3-4,0-0,0-1,1,0,1,0,6,2,0,0,1,8
02/16/2022,Bellcourt,50,Lachlan Ulmer,6-6,0-0,0-1,0,3,3,1,12,0,0,0,1,14
02/16/2022,Bellcourt,10,Tavian Zeller,,,,,,,,,,,,,DNP
02/16/2022,Bellcourt,,TEAM,,,,4,2,6,,,,0,,,
02/16/2022,Bellcourt,,Totals,34-72,14-31,6-23,22,33,55,15,88,21,18,7,9,200
02/22/2022,Alderman,00,Kwame Janowski,0-3,0-2,2-3,3,5,8,3,2,0,2,0,1,23
02/22/2022,Alderman,02,Hollis Redfern,3-9,1-4,1-1,1,4,5,2,8,6,4,0,3,30
02/22/2022,Alderman,32,Gideon Abara,1-8,1-5,1-2,2,1,3,2,4,0,2,1,0,31
02/22/2022,Alderman,15,Oisin Ulmer,0-9,0-5,0-2,0,5,5,0,0,3,3,0,1,19
02/22/2022,Alderman,14,Nikola Janowski,9-0,0-5,0-3,1,1,2,1,0,3,1,2,0,19
02/22/2022,Alderman,23,Emeka Lomax,7-7,1-1,1-2,1,4,5,2,16,0,1,0,1,18
02/22/2022,Alderman,34,Jarrell Nkemelu,,,,,,,,,,,,,DNP
02/22/2022,Alderman,40,Amare Ulmer,0-1,0-1,0-2,1,2,3,0,0,1,1,0,0,10
02/22/2022,Alderman,11,Wendell Ulmer,0-2,0-2,1-4,2,1,3,2,1,2,1,0,1,19
02/22/2022,Alderman,04,Oisin Tolliver,1-3,1-2,1-2,1,2,3,1,4,0,0,1,1,10
02/22/2022,Alderman,50,Lachlan Ulmer,8-8,1-1,3-3,2,4,6,3,20,4,3,1,1,20
02/22/2022,Alderman,,TEAM,,,,1,3,4,,,,1,,,
02/22/2022,Alderman,,Totals,20-59,5-28,10-24,15,32,47,16,55,19,19,5,9,200
02/28/2022,Vantage,00,Kwame Janowski,9-14,0-1,1-7,2,7,9,4,19,5,4,2,0,30
02/28/2022,Vantage,02,Hollis Redfern,8-8,3-5,4-5,3,0,3,4,23,0,2,2,1,23
02/28/2022,Vantage,32,Gideon Abara,1-7,0-1,3-3,4,3,7,3,5,5,4,3,2,27
02/28/2022,Vantage,15,Oisin Ulmer,8-9,4-4,1-2,3,7,10,4,21,1,3,0,0,28
02/28/2022,Vantage,14,Nikola Janowski,7-7,3-3,1-1,3,5,8,2,18,6,1,1,2,29
02/28/2022,Vantage,23,Emeka Lomax,3-9,0-2,0-1,1,5,6,4,6,3,1,1,1,25
02/28/2022,Vantage,34,Jarrell Nkemelu,,,,,,,,,,,,,DNP
02/28/2022,Vantage,40,Amare Ulmer,,,,,,,,,,,,,DNP
02/28/2022,Vantage,11,Wendell Ulmer,6-7,0-3,0-3,1,3,4,1,12,1,1,1,1,14
02/28/2022,Vantage,04,Oisin Tolliver,0-5,0-1,0-2,1,2,3,2,0,1,0,1,1,11
02/28/2022,Vantage,50,Lachlan Ulmer,2-2,1-2,0-0,1,0,1,1,5,1,2,1,0,12
02/28/2022,Vantage,,TEAM,,,,0,0,0,,,,2,,,
02/28/2022,Vantage,,Totals,44-68,11-22,10-24,19,32,51,25,109,23,20,12,8,200
03/06/2022,Granholm,00,Kwame Janowski,6-8,2-2,4-4,2,2,4,3,18,0,1,2,1,19
03/06/2022,Granholm,02,Hollis Redfern,2-4,0-0,0-0,2,6,8,3,4,3,4,1,1,25
03/06/2022,Granholm,32,Gideon Abara,1-10,1-6,0-5,2,4,6,2,3,3,1,1,1,21
03/06/2022,Granholm,15,Oisin Ulmer,0-11,0-1,0-0,0,3,3,2,0,2,3,1,2,26
03/06/2022,Granholm,14,Nikola Janowski,5-5,0-1,1-3,0,4,4,3,11,1,1,1,2,21
03/06/2022,Granholm,23,Emeka Lomax,3-8,3-6,3-4,3,4,7,3,12,3,3,1,0,21
03/06/2022,Granholm,34,Jarrell Nkemelu,,,,,,,,,,,,,DNP
