Prop,Property,Property Address,Unit,SqFt,Beds,Baths,Status,Resident,Email,Lease From,Lease To,Market Rent,Rent
ELM,Elmcourt Flats,815 Elm Court,A320,683,1,1,Occupied,"Ishikawa, Zora",zora.ishikawa@mail.example.net,2025-04-27,2025-12-10,"$1,635.00","$1,615.00"
ELM,Elmcourt Flats,815 Elm Court,A320,683,1,1,Occupied,"Quintero, Bastien",bastien.quintero@example.com,2025-04-27,2025-12-10,"1,635.00","$1,615.00"
ELM,Elmcourt Flats,815 Elm Court,A321,"1,206",3,1.5,Notice,"Tavares, Bastien",bastien.tavares@mail.example.net,2024-10-26,2025-05-27,"$2,450.00","$2,405.00"
ELM,Elmcourt Flats,815 Elm Court,A321,"1,206",3,1.5,Notice,"Yoshida, Ilse",ilse.yoshida@example.com,2024-10-26,2025-05-27,"$2,450.00","2,405.00"
ELM,Elmcourt Flats,815 Elm Court,A322,783,1,1,Notice,"Eriksen, Ferran",ferran.eriksen@example.com,2026-04-17,,"$1,565.00","1,515.00"
ELM,Elmcourt Flats,815 Elm Court,A323,956,2,1,Vacant,"Villanueva, Valentina",,,,"1,965.00",
ELM,Elmcourt Flats,815 Elm Court,A324,"1,276",3,2,NTV,"Ferrante, Dario",dario.ferrante@example.com,2026-05-15,,"$2,305.00","2,250.00"
ELM,Elmcourt Flats,815 Elm Court,A325,"1,022",2,2,Down,,,,,"1,950.00",
ELM,Elmcourt Flats,815 Elm Court,A326,"1,076",2,2,NTV,"Zambrano, Tamsin",tamsin.zambrano@example.org,2026-01-02,2026-07-03,-,"$1,940.00"
ELM,Elmcourt Flats,815 Elm Court,A327,803,1,1,NTV,"Dupont, Katrien",katrien.dupont@example.com,2025-01-16,2026-02-17,"1,615.00","$1,555.00"
ELM,Elmcourt Flats,815 Elm Court,A328,792,1,1,MTM,"Pemberton, Ilse",ilse.pemberton@mail.example.net,2024-05-08,,"1,580.00","$1,545.00"
ELM,Elmcourt Flats,815 Elm Court,A328,792,1,1,MTM,"Villanueva, Quentin",quentin.villanueva@example.org,05/2024,,"1,580.00","$1,545.00"
ELM,Elmcourt Flats,815 Elm Court,A329,773,1,1,Occ,"Broussard, Bastien",bastien.broussard@example.com,2024-08-08,,"1,425.00","$1,370.00"
ELM,Elmcourt Flats,815 Elm Court,A330,"1,014",2,2,Occupied,"Broussard, Marisol",marisol.broussard@example.com,2025-05-18,2025-11-25,"2,055.00","$2,025.00"
ELM,Elmcourt Flats,815 Elm Court,A401,988,2,1.5,Occupied,"Jelinek, Lachlan",lachlan.jelinek@example.com,2024-05-26,2025-05-20,"$1,945.00","$1,900.00"
ELM,Elmcourt Flats,815 Elm Court,A402,759,1,1,NTV,"Haddad, Ottilie",ottilie.haddad@example.org,2024-10-26,2025-05-24,"1,535.00","1,515.00"
ELM,Elmcourt Flats,815 Elm Court,A402,759,1,1,NTV,"Ferrante, Wilhelmina",wilhelmina.ferrante@example.com,2024-10-26,2025-05-24,"$1,535.00","1,515.00"
ELM,Elmcourt Flats,815 Elm Court,A403,742,1,1,MTM,"Tavares, Ulrich",ulrich.tavares@mail.example.net,2025-06-23,2026-02-03,"1,460.00","$1,405.00"
ELM,Elmcourt Flats,815 Elm Court,A404,"1,004",2,1.5,Occ,"Ferrante, Greta",greta.ferrante@example.com,2025-02-13,2025-08-20,-,"$1,900.00"
ELM,Elmcourt Flats,815 Elm Court,A405,764,1,1,Occ,"Villanueva, Amara",amara.villanueva@example.com,2026-06-04,2027-03-27,"1,595.00","1,555.00"
ELM,Elmcourt Flats,815 Elm Court,A406,748,1,1,Occ,"Oyelaran, Bettina",bettina.oyelaran@example.com,2026-02-22,2026-12-02,"$1,595.00","$1,555.00"
ELM,Elmcourt Flats,815 Elm Court,A407,443,0,1,Occ,"Oyelaran, Rosalind",rosalind.oyelaran@example.com,08/2024,2025-05-22,"1,235.00","1,185.00"
ELM,Elmcourt Flats,815 Elm Court,A408,799,1,1,Occ,"Villanueva, Delphine",delphine.villanueva@mail.example.net,2025-12-31,,"$1,565.00","$1,505.00"
ELM,Elmcourt Flats,815 Elm Court,A408,799,1,1,Occupied,"Quintero, Aurelio",aurelio.quintero@example.com,2026-05-27,2027-04-13,"$1,565.00","$1,530.00"
ELM,Elmcourt Flats,815 Elm Court,A409,734,1,1,Occ,"Engelhardt, Zora",zora.engelhardt@example.com,2024-12-04,,"$1,405.00","1,350.00"
ELM,Elmcourt Flats,815 Elm Court,A410,958,2,1,NTV,"Fontaine, Katrien","katrien.fontaine@example,com",2024-11-10,2025-10-17,"1,975.00","1,945.00"
ELM,Elmcourt Flats,815 Elm Court,A411,"1,222",3,1,MTM,"Kowalczyk, Yannick",yannick.kowalczyk@mail.example.net,2025-07-15,2026-05-27,"2,440.00","2,415.00"
ELM,Elmcourt Flats,815 Elm Court,A412,"1,011",2,2,Occupied,"Ubaldi, Ferran",ferran.ubaldi@example.com,2026-05-17,2026-12-26,"1,910.00","1,860.00"
ELM,Elmcourt Flats,815 Elm Court,A413,"1,320",3,1,Occ,"Lindgren, Soren",soren.lindgren@mail.example.net,08/2025,,"2,485.00","$2,485.00"
ELM,Elmcourt Flats,815 Elm Court,A414,"1,006",2,1,MTM,"Radulescu, Tamsin",tamsin.radulescu@example.com,2024-11-04,2025-12-05,"$1,890.00","1,880.00"
ELM,Elmcourt Flats,815 Elm Court,A415,944,2,2,Occupied,"Kowalczyk, Quentin",quentin.kowalczyk@example.com,2025-02-04,2025-10-30,"1,925.00","$1,905.00"
ELM,Elmcourt Flats,815 Elm Court,A416,812,1,1,Occ,"Jelinek, Ferran",ferran.jelinek@mail.example.net,2025-04-29,2026-02-27,"$1,530.00","1,530.00"
ELM,Elmcourt Flats,815 Elm Court,A417,"1,015",2,1.5,NTV,"Calderon, Greta",greta.calderon@example.com,2025-10-27,,"1,830.00","$1,800.00"
ELM,Elmcourt Flats,815 Elm Court,A418,959,2,1,Occupied,"Eriksen, Hamza",hamza.eriksen@mail.example.net,2024-08-15,2025-09-02,"$1,940.00","$1,895.00"
ELM,Elmcourt Flats,815 Elm Court,A419,"1,027",2,1.5,Occupied,"Calderon, Joaquin",joaquin.calderon@example.com,2024-11-28,2025-06-27,"$1,930.00","$1,920.00"
ELM,Elmcourt Flats,815 Elm Court,A420,743,1,1,Occ,"Fontaine, Nadim",nadim.fontaine@example.com,2026-02-10,2026-12-19,"1,640.00","$1,625.00"
ELM,Elmcourt Flats,815 Elm Court,A421,"1,275",3,1.5,Occ,"Ishikawa, Ottilie",ottilie.ishikawa@example.com,2024-09-18,2025-09-10,"2,365.00","$2,365.00"
ELM,Elmcourt Flats,815 Elm Court,A422,750,1,1,Notice,"Haddad, Joaquin",joaquin.haddad@mail.example.net,2025-07-17,,"1,415.00","1,390.00"
ELM,Elmcourt Flats,815 Elm Court,A423,751,1,1,Vacant,,,,,"$1,520.00",
ELM,Elmcourt Flats,815 Elm Court,A424,"1,059",2,2,Vacant-Ready,,,,,"2,040.00",
ELM,Elmcourt Flats,815 Elm Court,A425,"1,070",2,1,NTV,"Sorokin, Marisol",marisol.sorokin@example.com,2025-07-15,2026-02-23,"1,875.00","$1,875.00"
ELM,Elmcourt Flats,815 Elm Court,A426,790,1,1,Occupied,"Jelinek, Clemence",clemence.jelinek@example.com,2024-08-23,2025-08-09,"$1,535.00","1,520.00"
ELM,Elmcourt Flats,815 Elm Court,A427,"1,013",2,2,Occupied,"Pemberton, Xavier",xavier.pemberton@example.com,2024-03-06,2024-09-07,"$1,985.00","$1,945.00"
ELM,Elmcourt Flats,815 Elm Court,A428,545,0,1,Occupied,"Oyelaran, Xavier",xavier.oyelaran@example.org,2024-08-25,2025-04-11,"$1,070.00","$1,065.00"
ELM,Elmcourt Flats,815 Elm Court,A429,736,1,1,Occ,"Villanueva, Soren",soren.villanueva@example.com,2024-10-17,2025-07-30,"1,580.00","$1,580.00"
ELM,Elmcourt Flats,815 Elm Court,A430,733,1,1,Occ,"Engelhardt, Tamsin",tamsin.engelhardt@example.com,2024-09-27,2025-09-05,"1,575.00","$1,560.00"
ELM,Elmcourt Flats,815 Elm Court,A430,733,1,1,Occ,"Grierson, Lachlan",lachlan.grierson@mail.example.net,2024-09-27,2025-09-05,"1,575.00","$1,560.00"
ELM,Elmcourt Flats,815 Elm Court,A501,"1,035",2,2,Occupied,"Mwangi, Ilse",ilse.mwangi@example.org,2024-04-12,2024-10-15,"$1,960.00","$1,950.00"
ELM,Elmcourt Flats,815 Elm Court,A502,473,0,1,Vacant,,,,,"$1,210.00",
ELM,Elmcourt Flats,815 Elm Court,A503,471,0,1,Occupied,"Ashworth, Marisol",marisol.ashworth@example.org,2026-03-27,2027-01-22,"1,020.00",$975.00
ELM,Elmcourt Flats,815 Elm Court,A504,"1,001",2,2,Occupied,"Grierson, Dario",dario.grierson@example.org,2024-08-21,2025-03-08,"$1,855.00","$1,815.00"
ELM,Elmcourt Flats,815 Elm Court,A505,754,1,1,Occupied,"Jelinek, Valentina",valentina.jelinek@example.com,2026-05-21,2027-04-24,"$1,540.00","$1,505.00"
ELM,Elmcourt Flats,815 Elm Court,A506,692,1,1,Occ,"Ishikawa, Yannick",yannick.ishikawa@example.com,2024-07-16,2025-05-19,"1,535.00","$1,535.00"
ELM,Elmcourt Flats,815 Elm Court,A507,"1,064",2,1,Occupied,"Eriksen, Wilhelmina",wilhelmina.eriksen@example.com,2023-04-05,2024-04-10,"1,925.00","1,885.00"
ELM,Elmcourt Flats,815 Elm Court,A507,"1,064",2,1,Occupied,"Jelinek, Ilse",ilse.jelinek@example.org,2024-05-09,,"$1,925.00","$1,925.00"
ELM,Elmcourt Flats,815 Elm Court,A508,"1,079",2,1,MTM,"Fontaine, Tamsin",tamsin.fontaine@example.org,2025-10-12,2026-08-24,"$2,015.00","$1,975.00"
ELM,Elmcourt Flats,815 Elm Court,A509,"1,031",2,1.5,NTV,"Tavares, Ilse",ilse.tavares@example.org,2026-01-31,2026-11-18,"$1,880.00","1,875.00"
ELM,Elmcourt Flats,815 Elm Court,A510,"1,289",3,1.5,Vacant,"Wexler, Tamsin",,,,"$2,305.00",
ELM,Elmcourt Flats,815 Elm Court,A511,703,1,1,Notice,"Eriksen, Yannick",yannick.eriksen@mail.example.net,2026-03-06,2026-11-11,"$1,430.00","$1,400.00"
ELM,Elmcourt Flats,815 Elm Court,A512,685,1,1,Occupied,"Beaumont, Rosalind",rosalind.beaumont@example.com,2025-11-02,2026-08-22,"1,510.00","$1,455.00"
ELM,Elmcourt Flats,815 Elm Court,A513,766,1,1,NTV,"Ishikawa, Casimir",casimir.ishikawa@example.com,2025-07-21,,"$1,595.00","$1,540.00"
ELM,Elmcourt Flats,815 Elm Court,A514,810,1,1,Occupied,"Lindgren, Zora",zora.lindgren@example.com,2026-06-25,2027-01-30,"$1,440.00","$1,400.00"
ELM,Elmcourt Flats,815 Elm Court,A515,697,1,1,Occupied,"Danquah, Hamza",hamza.danquah@example.org,2024-03-24,2025-01-02,"$1,400.00","$1,350.00"
ELM,Elmcourt Flats,815 Elm Court,A516,"1,257",3,1,Vacant-Ready,,,,,"$2,495.00",
ELM,Elmcourt Flats,815 Elm Court,A517,,2,1,Occupied,"Cisneros, Amara",amara.cisneros@mail.example.net,2024-12-19,2025-11-30,"$2,015.00","$1,965.00"
ELM,Elmcourt Flats,815 Elm Court,A518,700,1,1,Occupied,"Mwangi, Tamsin",tamsin.mwangi@example.com,06/2025,2026-05-06,"$1,650.00","1,625.00"
ELM,Elmcourt Flats,815 Elm Court,A519,961,2,1,Occupied,"Jelinek, Zora",zora.jelinek@example.com,2025-09-02,2026-03-06,"1,925.00","$1,925.00"
ELM,Elmcourt Flats,815 Elm Court,A520,729,1,1,NTV,"Zambrano, Zora",zora.zambrano@example.com,2024-12-26,2025-12-04,"1,575.00","$1,525.00"
ELM,Elmcourt Flats,815 Elm Court,A521,722,1,1,Occupied,"Cisneros, Clemence",clemence.cisneros@example.org,2023-02-22,2024-03-23,"1,635.00","$1,570.00"
ELM,Elmcourt Flats,815 Elm Court,A521,722,1,1,MTM,"Villanueva, Yannick",yannick.villanueva@example.com,2024-04-24,2024-12-25,"$1,635.00","$1,610.00"
ELM,Elmcourt Flats,815 Elm Court,A522,752,1,1,Occupied,"Danquah, Greta",greta.danquah@example.com,2024-07-20,2025-04-23,"$1,570.00","$1,565.00"
ELM,Elmcourt Flats,815 Elm Court,A523,"1,032",2,1.5,VAC,,,,,"$2,030.00",
ELM,Elmcourt Flats,815 Elm Court,A524,"1,299",3,2,Occupied,"Beaumont, Marisol",marisol.beaumont@example.com,2024-04-09,2024-12-24,"2,355.00","$2,340.00"
ELM,Elmcourt Flats,815 Elm Court,A525,807,1,1,Occ,"Eriksen, Dario",dario.eriksen@example.org,2024-03-06,2024-12-07,"$1,590.00","1,535.00"
ELM,Elmcourt Flats,815 Elm Court,A526,692,1,1,NTV,"Oyelaran, Bastien",bastien.oyelaran@mail.example.net,2024-08-23,2025-08-21,"$1,470.00","1,435.00"
ELM,Elmcourt Flats,815 Elm Court,A526,692,1,1,NTV,"Fontaine, Greta",greta.fontaine@mail.example.net,2024-08-23,2025-08-21,"1,470.00","$1,435.00"
ELM,Elmcourt Flats,815 Elm Court,A527,978,2,1.5,MTM,"Quintero, Zora",zora.quintero@example.com,2026-05-13,2026-12-17,"$2,055.00","$2,045.00"
ELM,Elmcourt Flats,815 Elm Court,A528,716,1,1,Down,,,,,"$1,570.00",
ELM,Elmcourt Flats,815 Elm Court,A529,756,1,1,NTV,"Sorokin, Yannick",yannick.sorokin@example.com,2025-09-03,2026-09-06,"$1,570.00","1,545.00"
ELM,Elmcourt Flats,815 Elm Court,A530,742,1,1,NTV,"Villanueva, Dario",dario.villanueva@example.com,2025-11-29,2026-10-20,"$1,425.00","1,415.00"
ELM,Elmcourt Flats,815 Elm Court,A530,742,1,1,NTV,"Grierson, Yannick",yannick.grierson@example.org,2025-11-29,2026-10-20,"$1,425.00","$1,415.00"
ELM,Elmcourt Flats,815 Elm Court,B101,"1,277",3,1.5,Occupied,"Kowalczyk, Wilhelmina",wilhelmina.kowalczyk@example.com,2025-01-28,2025-11-15,"$2,435.00","2,425.00"
ELM,Elmcourt Flats,815 Elm Court,B102,486,0,1,Occupied,"Yoshida, Wilhelmina",wilhelmina.yoshida@mail.example.net,2024-06-28,2025-06-23,"$1,115.00","$1,070.00"
ELM,Elmcourt Flats,815 Elm Court,B103,743,1,1,Occ,"Oyelaran, Greta",greta.oyelaran@example.com,2025-09-17,2026-05-06,"$1,550.00","$1,500.00"
ELM,Elmcourt Flats,815 Elm Court,B104,789,1,1,Occupied,"Lindgren, Dario",dario.lindgren@example.org,2025-07-14,2026-02-08,"$1,625.00","1,595.00"
ELM,Elmcourt Flats,815 Elm Court,B105,954,2,1,Occ,"Danquah, Priya",priya.danquah@mail.example.net,2026-04-10,2026-11-14,"1,905.00","$1,885.00"
ELM,Elmcourt Flats,815 Elm Court,B106,"1,051",2,1.5,Model,,,,,"1,900.00",
ELM,Elmcourt Flats,815 Elm Court,B107,"1,252",3,1,Occ,"Jelinek, Greta",greta.jelinek@mail.example.net,2025-08-13,2026-07-10,"$2,310.00","$2,250.00"
ELM,Elmcourt Flats,815 Elm Court,B108,"1,295",3,1.5,Vacant,,,,,"$2,250.00",
ELM,Elmcourt Flats,815 Elm Court,B109,797,1,1,Vacant,,,,,"1,540.00",
ELM,Elmcourt Flats,815 Elm Court,B110,"1,011",2,1,Occupied,"Danquah, Soren",soren.danquah@mail.example.net,2024-07-23,2025-08-18,"$2,065.00","2,050.00"
ELM,Elmcourt Flats,815 Elm Court,B111,811,1,1,Occupied,"Wexler, Xavier",xavier.wexler@example.org,2025-09-23,2026-06-04,-,"1,440.00"
ELM,Elmcourt Flats,815 Elm Court,B111,811,1,1,Occupied,"Jelinek, Ilse",ilse.jelinek@example.org,2025-09-23,2026-06-04,"1,480.00","$1,440.00"
ELM,Elmcourt Flats,815 Elm Court,B112,747,1,1,Occupied,"Radulescu, Delphine",delphine.radulescu@mail.example.net,2024-04-14,2025-01-13,"$1,575.00","$1,525.00"
ELM,Elmcourt Flats,815 Elm Court,B113,"1,060",2,1.5,Occ,"Fontaine, Soren",soren.fontaine@example.com,2026-05-14,2027-01-17,"$1,960.00","1,955.00"
ELM,Elmcourt Flats,815 Elm Court,B114,969,2,1,MTM,"Lindgren, Amara",amara.lindgren@example.com,2024-11-05,2025-12-05,"$1,885.00","$1,825.00"
ELM,Elmcourt Flats,815 Elm Court,B114,969,2,1,MTM,"Ferrante, Hamza",hamza.ferrante@mail.example.net,2024-11-05,2025-12-05,"$1,885.00","1,825.00"
ELM,Elmcourt Flats,815 Elm Court,B115,998,2,2,Vacant,,,,,"2,020.00",
ELM,Elmcourt Flats,815 Elm Court,B116,717,1,1,Occupied,"Quintero, Bastien",bastien.quintero@example.com,2024-12-09,2026-01-09,"$1,605.00","1,590.00"
ELM,Elmcourt Flats,815 Elm Court,B117,813,1,1,Occupied,"Broussard, Aurelio",aurelio.broussard@example.com,02/2026,2026-08-18,"$1,480.00","1,420.00"
ELM,Elmcourt Flats,815 Elm Court,B118,"1,065",2,1.5,Occ,"Villanueva, Amara",amara.villanueva@example.com,2025-12-21,2027-01-02,"$1,935.00","$1,910.00"
ELM,Elmcourt Flats,815 Elm Court,B119,"1,294",3,2,Occupied,"Tavares, Rosalind",rosalind.tavares@example.org,2025-05-25,2026-05-12,"2,275.00","$2,225.00"
ELM,Elmcourt Flats,815 Elm Court,B120,731,1,1,Occ,"Sorokin, Valentina",valentina.sorokin@example.com,2026-01-20,2026-10-14,"$1,555.00","$1,535.00"
ELM,Elmcourt Flats,815 Elm Court,B121,"1,280",3,2,Occupied,"Danquah, Lachlan",lachlan.danquah@example.com,2026-03-19,2026-11-12,"$2,400.00","2,380.00"
ELM,Elmcourt Flats,815 Elm Court,B122,796,1,1,Notice,"Pemberton, Soren",soren.pemberton@example.org,2025-11-19,,"$1,485.00","$1,475.00"
ELM,Elmcourt Flats,815 Elm Court,B123,792,1,1,Occupied,"Beaumont, Amara",amara.beaumont@example.com,2026-05-01,2026-12-22,"1,625.00","1,585.00"
ELM,Elmcourt Flats,815 Elm Court,B124,"1,058",2,2,Vacant-Ready,,,,,"1,845.00",
ELM,Elmcourt Flats,815 Elm Court,B125,966,2,2,Occupied,"Quintero, Aurelio",aurelio.quintero@example.com,2024-08-12,2025-03-01,"1,840.00","1,825.00"
ELM,Elmcourt Flats,815 Elm Court,B126,"1,005",2,1,NTV,"Ferrante, Tamsin",tamsin.ferrante@mail.example.net,2025-01-23,2026-02-16,"$1,825.00","$1,780.00"
ELM,Elmcourt Flats,815 Elm Court,B127,748,1,1,Notice,"Fontaine, Yannick",yannick.fontaine@example.com,2026-06-27,2027-07-03,"1,500.00","$1,490.00"
ELM,Elmcourt Flats,815 Elm Court,B128,707,1,1,Occupied,"Grierson, Bastien",bastien.grierson@example.org,2025-02-12,2026-01-05,"$1,565.00","$1,505.00"
ELM,Elmcourt Flats,815 Elm Court,B129,"1,066",2,1,Occupied,"Broussard, Delphine",delphine.broussard@example.com,2026-03-19,2026-10-04,"1,825.00","1,790.00"
ELM,Elmcourt Flats,815 Elm Court,B129,"1,066",2,1,Occupied,"Mwangi, Xavier",xavier.mwangi@example.com,2026-08-12,2027-04-11,"$1,825.00","1,815.00"
ELM,Elmcourt Flats,815 Elm Court,B130,793,1,1,Occupied,"Nakamura, Hamza",hamza.nakamura@mail.example.net,2025-07-03,2026-03-22,"$1,555.00","$1,555.00"
ELM,Elmcourt Flats,815 Elm Court,B201,"1,335",3,2,MTM,"Ishikawa, Soren",soren.ishikawa@mail.example.net,2024-11-11,2025-11-18,"$2,325.00","2,265.00"
ELM,Elmcourt Flats,815 Elm Court,B202,978,2,1,Occ,"Ferrante, Amara",amara.ferrante@mail.example.net,2025-02-13,2025-12-19,"$1,970.00","1,925.00"
ELM,Elmcourt Flats,815 Elm Court,B203,684,1,1,Occupied,"Beaumont, Rosalind",rosalind.beaumont@mail.example.net,2024-07-30,2025-02-20,"1,485.00","1,465.00"
ELM,Elmcourt Flats,815 Elm Court,B204,435,0,1,Occupied,"Sorokin, Nadim",nadim.sorokin@example.com,2025-02-19,2026-01-01,"$1,095.00","1,090.00"
ELM,Elmcourt Flats,815 Elm Court,B205,740,1,1,Occupied,"Cisneros, Dario",dario.cisneros@example.com,2024-12-25,2025-12-16,"$1,415.00","1,365.00"
ELM,Elmcourt Flats,815 Elm Court,B205,740,1,1,Occupied,"Cisneros, Bastien",bastien.cisneros@example.org,2026-01-20,,"$1,415.00","1,405.00"
ELM,Elmcourt Flats,815 Elm Court,B206,540,0,1,Occ,"Broussard, Marisol",marisol.broussard@example.com,2024-08-14,2025-02-24,"1,200.00","$1,165.00"
ELM,Elmcourt Flats,815 Elm Court,B207,706,1,1,Down,,,,,"1,505.00",
ELM,Elmcourt Flats,815 Elm Court,B208,753,1,1,Occ,,,2024-09-01,2025-09-02,"$1,560.00","1,550.00"
ELM,Elmcourt Flats,815 Elm Court,B209,804,1,1,Occupied,"Wexler, Clemence","clemence.wexler@example,com",2024-06-29,2025-03-18,"$1,640.00","$1,615.00"
ELM,Elmcourt Flats,815 Elm Court,B210,698,1,1,VAC,,,,,"$1,430.00",
ELM,Elmcourt Flats,815 Elm Court,B211,485,0,1,Occupied,"Haddad, Bastien",bastien.haddad@example.com,2024-06-29,2025-01-28,"$1,205.00","1,195.00"
ELM,Elmcourt Flats,815 Elm Court,B212,431,0,1,Occupied,"Wexler, Joaquin",joaquin.wexler@example.com,2025-07-05,2026-02-18,"$1,180.00","1,130.00"
ELM,Elmcourt Flats,815 Elm Court,B213,693,1,1,Occupied,"Oyelaran, Bettina",bettina.oyelaran@mail.example.net,2026-04-22,2027-05-03,"1,650.00","1,615.00"
ELM,Elmcourt Flats,815 Elm Court,B213,693,1,1,Occupied,"Broussard, Ulrich",ulrich.broussard@example.org,2026-04-22,2027-05-03,"1,650.00","$1,615.00"
ELM,Elmcourt Flats,815 Elm Court,B214,760,1,1,Occupied,"Grierson, Zora",zora.grierson@example.com,2026-01-04,2026-12-07,"1,655.00","$1,630.00"
ELM,Elmcourt Flats,815 Elm Court,B215,801,1,1,Occupied,"Yoshida, Casimir",casimir.yoshida@mail.example.net,2025-11-04,2026-10-21,"$1,535.00","1,525.00"
ELM,Elmcourt Flats,815 Elm Court,B216,775,1,1,Occupied,"Engelhardt, Joaquin",joaquin.engelhardt@mail.example.net,2025-04-23,,"$1,580.00","$1,565.00"
ELM,Elmcourt Flats,815 Elm Court,B216,775,1,1,Occupied,"Tavares, Ulrich",ulrich.tavares@mail.example.net,2025-04-23,,"$1,580.00","1,565.00"
ELM,Elmcourt Flats,815 Elm Court,B217,"1,051",2,2,NTV,"Zambrano, Soren",soren.zambrano@example.com,2026-03-06,2026-10-27,"1,995.00","$1,995.00"
ELM,Elmcourt Flats,815 Elm Court,B218,"1,331",3,1,Occupied,"Wexler, Ottilie",ottilie.wexler@example.com,2023-02-06,2024-02-09,"2,345.00","$2,290.00"
ELM,Elmcourt Flats,815 Elm Court,B218,"1,331",3,1,MTM,"Kowalczyk, Bastien",bastien.kowalczyk@example.com,2024-02-15,2025-01-09,"$2,345.00","$2,330.00"
ELM,Elmcourt Flats,815 Elm Court,B219,"1,336",3,1.5,Notice,"Tavares, Bastien",bastien.tavares@mail.example.net,2025-01-15,2025-09-01,"$2,440.00","$2,440.00"
ELM,Elmcourt Flats,815 Elm Court,B220,961,2,1.5,Occupied,"Eriksen, Aurelio",aurelio.eriksen@example.com,2025-07-24,2026-06-03,"1,830.00","$1,795.00"
ELM,Elmcourt Flats,815 Elm Court,B221,810,1,1,Occupied,"Kowalczyk, Ottilie",ottilie.kowalczyk@example.com,2026-04-04,2026-10-21,"$1,560.00","$1,530.00"
ELM,Elmcourt Flats,815 Elm Court,B222,"1,231",3,2,Vacant,,,,,"$2,445.00",
ELM,Elmcourt Flats,815 Elm Court,B223,488,0,1,Occupied,"Calderon, Rosalind",rosalind.calderon@mail.example.net,2025-06-12,2026-02-07,"$1,175.00","1,175.00"
ELM,Elmcourt Flats,815 Elm Court,B224,"1,033",2,1.5,Occupied,"Dupont, Valentina",valentina.dupont@example.com,2025-10-03,2026-10-23,"$2,075.00","2,040.00"
ELM,Elmcourt Flats,815 Elm Court,B225,805,1,1,Occupied,"Zambrano, Rosalind",rosalind.zambrano@example.com,2024-07-04,2025-07-20,"1,530.00","$1,500.00"
ELM,Elmcourt Flats,815 Elm Court,B226,"1,224",3,1.5,MTM,"Ferrante, Dario",dario.ferrante@example.org,2024-07-02,2025-06-22,"$2,275.00","$2,270.00"
ELM,Elmcourt Flats,815 Elm Court,B227,"1,290",3,1.5,Occupied,"Cisneros, Yannick",yannick.cisneros@example.com,2026-04-25,2027-02-21,"2,295.00","$2,260.00"
ELM,Elmcourt Flats,815 Elm Court,B228,762,1,1,Occupied,"Cisneros, Delphine",delphine.cisneros@example.com,2026-06-22,2027-07-24,"$1,650.00","$1,620.00"
ELM,Elmcourt Flats,815 Elm Court,B229,471,0,1,Occupied,"Wexler, Nadim",nadim.wexler@example.com,2025-11-09,,"$1,065.00","1,010.00"
ELM,Elmcourt Flats,815 Elm Court,B230,"1,011",2,2,Occupied,"Eriksen, Soren",soren.eriksen@example.com,2023-05-28,2024-04-27,"$1,930.00","$1,885.00"
ELM,Elmcourt Flats,815 Elm Court,B230,"1,011",2,2,NTV,"Yoshida, Aurelio",aurelio.yoshida@example.com,2024-05-14,2025-04-25,"$1,930.00","$1,925.00"
ELM,Elmcourt Flats,815 Elm Court,B301,947,2,2,Occupied,"Ubaldi, Ottilie",ottilie.ubaldi@example.com,2024-02-28,2025-03-30,"1,845.00","$1,825.00"
ELM,Elmcourt Flats,815 Elm Court,B302,683,1,1,Occupied,"Engelhardt, Valentina",valentina.engelhardt@example.com,2025-06-12,2026-04-15,"1,625.00","$1,615.00"
ELM,Elmcourt Flats,815 Elm Court,B303,750,1,1,Occupied,"Ubaldi, Quentin",quentin.ubaldi@example.com,11/2025,2026-06-17,"1,610.00","$1,555.00"
ELM,Elmcourt Flats,815 Elm Court,B304,718,1,1,Occupied,"Engelhardt, Soren",soren.engelhardt@example.org,2026-06-05,2027-01-11,-,"1,390.00"
ELM,Elmcourt Flats,815 Elm Court,B305,980,2,1.5,Occupied,"Engelhardt, Katrien",katrien.engelhardt@example.com,2025-10-15,2026-07-26,"2,035.00","2,020.00"
ELM,Elmcourt Flats,815 Elm Court,B306,700,1,1,Occ,"Ishikawa, Marisol",marisol.ishikawa@mail.example.net,2026-06-01,2027-04-03,"$1,495.00","1,435.00"
ELM,Elmcourt Flats,815 Elm Court,B307,767,1,1,Occupied,"Wexler, Ilse",ilse.wexler@mail.example.net,2025-10-18,2026-06-12,"$1,530.00","1,510.00"
ELM,Elmcourt Flats,815 Elm Court,B308,"1,044",2,1,Occupied,"Zambrano, Hamza",hamza.zambrano@example.com,2025-11-22,,"$1,980.00","1,950.00"
ELM,Elmcourt Flats,815 Elm Court,B309,687,1,1,Occupied,"Jelinek, Katrien","katrien.jelinek@example,com",2025-05-15,2025-12-01,"1,470.00","1,455.00"
ELM,Elmcourt Flats,815 Elm Court,B310,738,1,1,Model,,,,,"$1,535.00",
ELM,Elmcourt Flats,815 Elm Court,B311,486,0,1,Occupied,"Danquah, Clemence",clemence.danquah@example.org,2026-02-17,2027-03-18,"1,155.00","1,135.00"
ELM,Elmcourt Flats,815 Elm Court,B312,"1,233",3,2,Occ,"Radulescu, Wilhelmina",wilhelmina.radulescu@mail.example.net,2025-03-19,2025-11-03,"$2,415.00","2,370.00"
